selected_id,source_id,output_file,output_path,split,rank_in_selected,source_kind,source_path,selection_mode,quality_score,target_sr,target_duration_sec,was_repeated_to_15s,crop_start_sec,record_id,label_raw,label_name,source_db,orig_sr,orig_duration_sec,raw_rms,raw_peak,raw_clip_ratio,raw_dc_offset,fixed_rms,fixed_peak,fixed_clip_ratio,crest_factor_db,zero_ratio,seg_count,seg_rms_min,seg_rms_p10,seg_rms_median,seg_rms_cv,bad_segment_count,max_segment_clip_ratio,max_segment_peak,heart_band_ratio_20_500,low_drift_ratio_0_20,high_noise_ratio_700_1800,very_high_noise_ratio_1000_1800,spectral_centroid_hz,passes_hard_quality,quality_error,score_rms,score_seg_p10,score_heart_band,score_seg_stability,score_low_drift,score_high_noise,score_zero,score_clip,score_centroid,score_crest,rank_in_class,target_class,expB_group,cluster_id,cluster_acoustic_profile,fixed_rms_after_write,was_repeated_to_15s_after_write,drift_ratio_0_20,very_low_ratio_20_80,s1s2_low_ratio_20_150,cardiac_mid_ratio_150_500,murmur_like_ratio_200_600,high_cardiac_ratio_300_800,broadband_ratio_500_1000,hf_noise_ratio_700_1800,very_hf_noise_ratio_1000_1800,low_to_mid_ratio_db,high_to_heart_ratio_db,spectral_centroid_hz_ac,spectral_bandwidth_hz_ac,spectral_rolloff85_hz_ac,spectral_flatness_20_1800_ac,spectral_contrast_mean,spectral_contrast_std,zcr_mean,zcr_std,seg_rms_mean,seg_rms_std,seg_peak_max,seg_peak_median,env_period_sec,env_period_hz,env_autocorr_peak,env_autocorr_peak_norm,cluster_size,usable_for_5train_3val,rank_in_cluster_selection,expE_origin,source_path_norm,selection_reason,easy_rank_global
24,HSN_E_EXTRA_001_e00934,hs_extra_normal_train_HSN_E_EXTRA_001_e00934.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_normal_train_HSN_E_EXTRA_001_e00934.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00934.wav,,0.7499629629629628,,,False,0.0,e00934,-1,normal,training-e,2000.0,27.069,0.1563368820430818,0.9321548342704772,0.0,0.0003310744068585,0.155868455506925,0.9358642101287842,0.0,15.569092134913143,0.1509666666666666,27.0,0.1365802076546362,0.1383931940845418,0.1584999494513678,0.0653874774972775,0.0,0.0,0.9358642101287842,0.9937625207250608,0.005882139830741,0.0002429009121638,4.166295929545783e-15,40.362124729465,True,,0.8447530864197531,0.8487654320987654,0.9743827160493828,0.7614197530864197,0.9296296296296296,0.4540123456790123,0.2709876543209876,0.5688271604938272,0.3601851851851851,0.1845679012345679,,normal,,,normal,0.155868455506925,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_normal_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00934.wav,normal_hard_quality_pool,1.0
25,HSN_E_EXTRA_002_e00015,hs_extra_normal_train_HSN_E_EXTRA_002_e00015.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_normal_train_HSN_E_EXTRA_002_e00015.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00015.wav,,0.7497067901234568,,,False,0.0,e00015,-1,normal,training-e,2000.0,29.557,0.1801791684191396,0.9864863753318788,1.6916466488479886e-05,0.0134830931201577,0.1824962597023391,0.9374119639396667,0.0,14.213530476718274,0.0469666666666666,27.0,0.1628103718211604,0.1687666626788727,0.1797552609321811,0.0638678803866866,0.0,0.0,0.9374119639396667,0.9889231124657342,0.0087727527171452,0.0012749000340831,4.869111028344186e-15,44.277488164663225,True,,0.8935185185185185,0.9074074074074074,0.9061728395061728,0.7802469135802469,0.891358024691358,0.1632716049382716,0.7558641975308642,0.5688271604938272,0.4401234567901234,0.1160493827160493,,normal,,,normal,0.1824962597023391,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_normal_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00015.wav,normal_hard_quality_pool,2.0
26,HSA_E_C2_EXTRA_001_f0018,hs_extra_C2_train_HSA_E_C2_EXTRA_001_f0018.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C2_train_HSA_E_C2_EXTRA_001_f0018.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0018.wav,,0.5440524691358025,,,False,,f0018,1,abnormal,training-f,,,,,,,0.109374247398087,,,18.49174203233012,0.1598833333333333,,0.0796435287140333,0.0861972548943657,0.1106324413861287,0.1392639556639292,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,,2.0,murmur_like_high_cardiac_band,0.10937424739808702,False,0.0023679398236324,0.4485141300913094,0.729639979026164,0.235284674470933,0.1583485000951156,0.0857855951623669,0.0329518077519369,0.0125273124445327,5.9608536480310276e-15,4.91514982345226,-13.266813480452992,134.1397369187203,135.78853674128734,227.46666666666667,8.721640936741188e-07,26.64481616554225,21.292989003157597,0.0495131763059701,0.0156850224939797,0.107309293202354,0.0149443166647866,0.9193950891494752,0.8809789419174194,0.304,3.2894736842105265,0.4037485049296027,0.4037485049296027,33.0,True,,extra_C2_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0018.wav,extra_C2_by_quality_score_no_C0,1.0
27,HSA_E_C2_EXTRA_002_f0099,hs_extra_C2_train_HSA_E_C2_EXTRA_002_f0099.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C2_train_HSA_E_C2_EXTRA_002_f0099.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0099.wav,,0.5312777777777777,,,False,,f0099,1,abnormal,training-f,,,,,,,0.0930887655074049,,,19.65349610326736,0.2150333333333333,,0.079044837112299,0.0815224528723526,0.0915873071943622,0.0863795951571664,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,,2.0,murmur_like_high_cardiac_band,0.09308876550740491,False,0.0008741059815652,0.1991159345816603,0.5855507604085913,0.3513625412886881,0.2400454679023557,0.1566535781546029,0.0623243255046439,0.0245949146061727,6.7490621795423e-15,2.218090897437897,-10.325834839726577,187.07477009202643,162.0190223477283,318.93333333333334,1.3836232025256105e-06,26.83206450851297,21.627713921215754,0.0781791377931769,0.0234275448014897,0.0910847490089904,0.0078678637530266,0.8944829702377319,0.8135924339294434,0.928,1.0775862068965516,0.780130582726407,0.780130582726407,33.0,True,,extra_C2_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0099.wav,extra_C2_by_quality_score_no_C0,2.0
28,HSA_E_C2_EXTRA_003_f0035,hs_extra_C2_train_HSA_E_C2_EXTRA_003_f0035.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C2_train_HSA_E_C2_EXTRA_003_f0035.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0035.wav,,0.5147561728395063,,,False,,f0035,1,abnormal,training-f,,,,,,,0.0809257384976843,,,20.776050163030213,0.2775833333333333,,0.0677063331432037,0.0718037598700504,0.0815421464364158,0.0815612563759372,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,,2.0,murmur_like_high_cardiac_band,0.08092573849768435,False,0.0040982657685058,0.2877921110151964,0.6113943597768544,0.3381424127224368,0.2381327262330262,0.1297957216799801,0.0467246443563172,0.0172472583909364,6.5536965190506175e-15,2.5722178084153264,-11.715225198839097,167.84380680924292,151.9250642615253,285.46666666666664,1.350231451643693e-06,26.23834786378693,21.18164873974977,0.0796262826492537,0.0324935458265743,0.0804269536513231,0.0065597233944473,0.8848897814750671,0.786359965801239,0.976,1.024590163934426,0.6307686081193973,0.6307686081193973,33.0,True,,extra_C2_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0035.wav,extra_C2_by_quality_score_no_C0,3.0
29,HSA_E_C1EASY_001_f0056,hs_extra_C1_easy_train_HSA_E_C1EASY_001_f0056.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C1_easy_train_HSA_E_C1EASY_001_f0056.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0056.wav,,0.579645061728395,,,False,,f0056,1,abnormal,training-f,,,,,,,0.0838946142783915,,,19.810418592550043,0.15345,,0.0713653995074788,0.0760705439270692,0.0848810385169801,0.0732240190579006,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_1,,1.0,low_amplitude_temporally_unstable,0.08389461427839157,False,0.0024661524461452,0.5387286395976638,0.8321684546164614,0.1436732244904573,0.0787748075106017,0.0421912573789657,0.0217312059541948,0.0052654818626775,4.937763633900704e-15,7.628354099326007,-15.580688788052942,104.05333218351257,106.82485616304524,156.2,7.90351570852588e-07,26.19966446160071,19.969144265629517,0.0539170775586353,0.0228346698894813,0.0837582457734845,0.0061331153920963,0.8208333849906921,0.7685714364051819,0.88,1.1363636363636365,0.4164269313298318,0.4164269313298318,95.0,True,,extra_C1_easy_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0056.wav,easy_C1_by_quality_score_no_hard_records,1.0
30,HSA_E_C1EASY_002_f0085,hs_extra_C1_easy_train_HSA_E_C1EASY_002_f0085.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C1_easy_train_HSA_E_C1EASY_002_f0085.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0085.wav,,0.5661790123456791,,,False,,f0085,1,abnormal,training-f,,,,,,,0.094447856500633,,,18.75855203109088,0.2231666666666666,,0.0744986867952856,0.0811913000602387,0.0935861683342301,0.1197603360777213,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_1,,1.0,low_amplitude_temporally_unstable,0.09444785650063302,False,0.0026209806731617,0.5827262649210214,0.8212411786559624,0.1674589562347304,0.0893674066986909,0.0446385166647823,0.0089315470262233,0.0021720117176774,5.1280864802979756e-15,6.905623376884615,-19.496023988433613,102.23985066744136,92.73383805071138,164.0,5.877000345923513e-07,26.88430135085216,19.84474435335875,0.0762385061300639,0.0529965042068922,0.0949170716244473,0.0113673004092329,0.8186904191970825,0.7386341691017151,0.304,3.2894736842105265,0.3276355546581879,0.3276355546581879,95.0,True,,extra_C1_easy_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0085.wav,easy_C1_by_quality_score_no_hard_records,2.0
31,HSA_E_C1EASY_003_f0020,hs_extra_C1_easy_train_HSA_E_C1EASY_003_f0020.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C1_easy_train_HSA_E_C1EASY_003_f0020.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0020.wav,,0.5622993827160494,,,False,,f0020,1,abnormal,training-f,,,,,,,0.0991046025476397,,,19.28927565045364,0.2051333333333333,,0.0746814517795698,0.0814294543590952,0.0953347749551327,0.1419946536714708,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_1,,1.0,low_amplitude_temporally_unstable,0.09910460254763977,False,0.0018737917000627,0.4925076976106162,0.7887828720143867,0.1995684632919899,0.1058141012704503,0.0428742359461708,0.0108577911532728,0.0027060193006056,4.938364555154212e-15,5.968655583681094,-18.62529641211305,109.45591698149778,95.7536100143553,176.66666666666666,6.072031235471502e-07,26.52558963139549,19.88293678258352,0.0519223081023454,0.0251369965627644,0.0975742915229847,0.0138550277462448,0.9131825566291808,0.7129548192024231,0.304,3.2894736842105265,0.2672187491863828,0.2672187491863828,95.0,True,,extra_C1_easy_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0020.wav,easy_C1_by_quality_score_no_hard_records,3.0
32,HSA_E_C1EASY_004_f0093,hs_extra_C1_easy_train_HSA_E_C1EASY_004_f0093.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C1_easy_train_HSA_E_C1EASY_004_f0093.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0093.wav,,0.5355679012345679,,,False,,f0093,1,abnormal,training-f,,,,,,,0.0735309621842957,,,19.41801880534261,0.2714666666666667,,0.0578385089084663,0.0687089431761772,0.0742389971276286,0.0887375955220024,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_1,,1.0,low_amplitude_temporally_unstable,0.07353096218429576,False,0.0067222639167332,0.6833625786615133,0.8494544352632302,0.1308519803710376,0.0728430025679675,0.0337650449576757,0.0133608173692616,0.001555218530263,4.645664341912907e-15,8.123597884453167,-18.17708424956757,89.6617317188191,90.90324336389014,145.26666666666665,6.419375603712996e-07,26.93979231211707,18.97543296531268,0.0843883262260127,0.0466945785211676,0.0748544274176283,0.0066424019120903,0.6876559257507324,0.6591535806655884,0.864,1.1574074074074074,0.5969571458970516,0.5969571458970516,95.0,True,,extra_C1_easy_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0093.wav,easy_C1_by_quality_score_no_hard_records,4.0
33,HSA_E_C1EASY_005_e00071,hs_extra_C1_easy_train_HSA_E_C1EASY_005_e00071.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_E_25x30_SELECTED/HS_PHYSIONET_EXP_E/hs_extra_C1_easy_train_HSA_E_C1EASY_005_e00071.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00071.wav,,0.379773148148148,,,False,,e00071,1,abnormal,training-e,,,,,,,0.1044694512290642,,,19.85770765787436,0.1593166666666666,,0.064962006061871,0.0797651598401903,0.0902807731224183,0.2738704973393613,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_1,,1.0,low_amplitude_temporally_unstable,0.10446945122906424,False,0.2085208178626991,0.7593081043799617,0.7801331683155782,0.0103291928646256,0.004953620841275,0.0023606765556101,0.001150001568573,0.0004769524804279,5.0691198421158384e-15,18.781023562949905,-26.865059082231497,34.25059503108795,34.811957067136085,44.46666666666667,2.3583806584058853e-07,26.9197289041978,20.158141454163488,0.0607655083955223,0.0172652921083265,0.1023966303566913,0.0280434161090488,1.0277197360992432,0.4747559726238251,0.5760000000000001,1.736111111111111,0.2157485066123808,0.2157485066123808,95.0,True,,extra_C1_easy_train,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00071.wav,easy_C1_by_quality_score_no_hard_records,5.0
