patient_id,recording_code,session_id,chest_location,acquisition_mode,device,record_id,source_path,annotation_path,orig_sr,orig_duration_sec,raw_rms,raw_peak,raw_clip_ratio,raw_dc_offset,fixed_rms,fixed_peak,fixed_clip_ratio,crest_factor_db,zero_ratio,seg_count,seg_rms_min,seg_rms_p10,seg_rms_median,seg_rms_cv,bad_segment_count,max_segment_clip_ratio,max_segment_peak,was_repeated_to_15s,crop_start_sec,crop_lung_class,n_cycles_crop,crop_cycle_coverage_sec,crop_normal_fraction,lung_band_ratio_50_1800,mid_lung_ratio_100_1000,low_drift_ratio_0_50,ultra_high_ratio_1800_2000,spectral_centroid_hz,annotation_error,passes_hard_quality,quality_error,score_rms,score_seg_p10,score_lung_band,score_mid_lung,score_seg_stability,score_low_drift,score_ultra_high,score_zero,score_clip,score_cycle_coverage,score_n_cycles,score_normal_fraction,score_centroid,score_crest,quality_score
101,1b1,101_1b1,Al,sc,Meditron,101_1b1_Al_sc_Meditron,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/101_1b1_Al_sc_Meditron.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/101_1b1_Al_sc_Meditron.txt,44100,20.0,0.06038185406445701,0.4147913157939911,0.0,-2.690717883524485e-05,0.06119062741615812,0.41383084654808044,0.0,16.60275904939724,0.031266666666666665,27,0.045697914289782954,0.05040617600098027,0.05800827204193526,0.13538650948420533,0,0.0,0.41383084654808044,False,0.0,normal,10,14.964,1.0,0.13119119778990118,0.024629635057916932,0.8689840801695448,7.286623040038193e-08,27.622131556704613,,False,,0.1956521739130435,0.22717391304347825,0.5119565217391304,0.4608695652173913,0.41195652173913044,0.5184782608695652,0.8793478260869565,0.39891304347826084,0.7516304347826087,0.871195652173913,0.9652173913043478,0.8347826086956521,0.4369565217391304,0.8717391304347826,0.5537934782608696
101,1b1,101_1b1,Pr,sc,Meditron,101_1b1_Pr_sc_Meditron,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/101_1b1_Pr_sc_Meditron.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/101_1b1_Pr_sc_Meditron.txt,44100,20.0,0.036674222257181484,0.15966135263442993,0.0,-3.701230889419094e-05,0.03589180804778354,0.14557413756847382,0.0,12.1617777644588,0.017566666666666668,27,0.028283237935481095,0.028786637012446374,0.0343833970624774,0.1524257894614605,0,0.0,0.14557413756847382,False,0.0,normal,8,14.963999999999999,1.0,0.014886332801643445,0.002700587350496791,0.985117836161528,9.266692811346592e-08,14.737275948506676,,False,,0.10869565217391304,0.12065217391304348,0.06630434782608696,0.0782608695652174,0.36630434782608695,0.07608695652173914,0.8684782608695653,0.8880434782608696,0.7516304347826087,0.845108695652174,0.8864130434782609,0.8347826086956521,0.125,0.32282608695652176,0.3853315217391304
102,1b1,102_1b1,Ar,sc,Meditron,102_1b1_Ar_sc_Meditron,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/102_1b1_Ar_sc_Meditron.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/102_1b1_Ar_sc_Meditron.txt,44100,20.0,0.0238487315776522,0.12924639880657196,0.0,-9.601483907317743e-05,0.02439259082395496,0.1291324645280838,0.0,14.475550144505736,0.023666666666666666,27,0.016828708867730798,0.01934385302297312,0.023596824866243444,0.16079867319392516,0,0.0,0.1291324645280838,False,0.0,normal,10,14.735999999999999,1.0,0.022311361619099995,0.010911793157597353,0.9777275901132066,2.6192152395826216e-07,13.094331916603496,,False,,0.075,0.07608695652173914,0.10217391304347827,0.23043478260869565,0.33043478260869563,0.1108695652173913,0.7934782608695652,0.6646739130434782,0.7516304347826087,0.5858695652173913,0.9652173913043478,0.8347826086956521,0.09239130434782608,0.6369565217391304,0.3628695652173912
103,2b2,103_2b2,Ar,mc,LittC2SE,103_2b2_Ar_mc_LittC2SE,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/103_2b2_Ar_mc_LittC2SE.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/103_2b2_Ar_mc_LittC2SE.txt,44100,20.0,0.28052099510771905,1.0006251335144043,0.0014693877551020407,0.0006251042941585183,0.2855728745361488,0.9994992613792419,0.0005,10.8813104850801,0.01505,27,0.20084095292111367,0.21194612965587534,0.2902515630172514,0.1517385172466644,0,0.00375,0.9994992613792419,False,0.0,wheezes,5,14.636000000000001,0.23134736266739553,0.0009903074476753711,0.00018612289791545032,0.9990114061604,7.637731402350527e-08,9.965590176235542,,False,,0.8065217391304348,0.7565217391304347,0.002173913043478261,0.002173913043478261,0.3684782608695652,0.002173913043478261,0.8771739130434782,0.9532608695652174,0.3739130434782609,0.532608695652174,0.4320652173913043,0.41630434782608694,0.03695652173913044,0.20326086956521738,0.4880489130434783
104,1b1,104_1b1,Al,sc,Litt3200,104_1b1_Al_sc_Litt3200,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Al_sc_Litt3200.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Al_sc_Litt3200.txt,4000,15.856,0.08649507768999404,1.0057998895645142,1.5766902119071645e-05,0.0057998825795948505,0.08813608096530279,1.0057998895645142,1.6666666666666667e-05,21.147156954455344,0.08066666666666666,27,0.04296621445116574,0.04488406321607546,0.09225499696359099,0.3407298291718038,0,0.000125,1.0057998895645142,False,0.0,normal,6,15.0,1.0,0.17777835991752422,0.1444174465939269,0.822240617976706,1.2497621653080705e-09,58.773283097181846,,False,,0.3032608695652174,0.18369565217391304,0.6206521739130435,0.883695652173913,0.08152173913043478,0.6326086956521739,0.9760869565217392,0.06630434782608696,0.4907608695652174,0.9891304347826086,0.6375,0.8347826086956521,0.8608695652173913,0.6760869565217391,0.5773369565217392
104,1b1,104_1b1,Ar,sc,Litt3200,104_1b1_Ar_sc_Litt3200,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Ar_sc_Litt3200.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Ar_sc_Litt3200.txt,4000,25.584,0.06380164422061657,1.00076425075531,9.771732332707942e-06,-0.000794761988800019,0.06725089056020715,0.8032239675521851,0.0,21.542772370987343,0.09028333333333333,27,0.04065658047796862,0.05295242261629078,0.07151306154426311,0.14129325798425693,0,0.0,0.8032239675521851,False,0.0,wheezes,9,15.0,0.0,0.3881646716861412,0.35869593514265247,0.6118365451186929,2.2242874182992104e-09,97.61346214466035,,False,,0.21739130434782608,0.24347826086956523,0.8597826086956522,0.9728260869565217,0.39021739130434785,0.8695652173913043,0.9565217391304348,0.05326086956521739,0.7516304347826087,0.9891304347826086,0.9353260869565218,0.14402173913043478,0.9619565217391305,0.6358695652173914,0.6299673913043478
104,1b1,104_1b1,Ll,sc,Litt3200,104_1b1_Ll_sc_Litt3200,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Ll_sc_Litt3200.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Ll_sc_Litt3200.txt,4000,18.48,0.037501769250943166,1.0087767839431763,1.3528138528138528e-05,-0.008807345293462276,0.039151564323253674,1.0087767839431763,1.6666666666666667e-05,28.22091916924133,0.17,27,0.01828913989007048,0.019461300403424198,0.03162666171953032,0.4987209744796931,0,0.000125,1.0087767839431763,False,0.0,crackles,7,14.058119999999999,0.8885128310186567,0.26300582040625115,0.040238353554504315,0.7380449832725203,4.8236963297691796e-09,40.6083201270506,,False,,0.11521739130434783,0.0782608695652174,0.75,0.592391304347826,0.02282608695652174,0.7619565217391304,0.941304347826087,0.008695652173913044,0.4907608695652174,0.32065217391304346,0.7880434782608695,0.6641304347826087,0.7086956521739131,0.06630434782608696,0.4556576086956522
104,1b1,104_1b1,Lr,sc,Litt3200,104_1b1_Lr_sc_Litt3200,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Lr_sc_Litt3200.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Lr_sc_Litt3200.txt,4000,15.024,0.0978931029652648,0.9924935102462769,3.328008519701811e-05,-0.0075065018609166145,0.09796060563567165,0.9924935102462769,0.0,20.113524275181298,0.058366666666666664,27,0.04229360749509081,0.04664388021102266,0.10865827021064484,0.4054200197735898,0,0.0,0.9924935102462769,False,0.0,normal,5,14.253649999999999,1.0,0.03167310249171267,0.005956461794164683,0.9683639681243724,1.079584350167809e-09,21.22812327141748,,False,,0.34782608695652173,0.19891304347826086,0.14347826086956522,0.14347826086956522,0.042391304347826085,0.15108695652173912,0.9815217391304348,0.12173913043478261,0.7516304347826087,0.4,0.4320652173913043,0.8347826086956521,0.25869565217391305,0.8054347826086956,0.36094565217391306
104,1b1,104_1b1,Pl,sc,Litt3200,104_1b1_Pl_sc_Litt3200,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Pl_sc_Litt3200.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Pl_sc_Litt3200.txt,4000,22.96,0.08415642376098129,0.9975706338882446,1.0888501742160279e-05,-0.0024293672759085894,0.09823927126113437,0.9975706338882446,0.0,20.133170468100555,0.07276666666666666,27,0.0478689268784158,0.050517092313502106,0.10002061578658321,0.39268702883018836,0,0.0,0.9975706338882446,False,0.0,normal,9,15.0,1.0,0.3311330404882582,0.19024471342132193,0.6702924952092545,3.042839444177771e-09,79.32914583671203,,False,,0.35108695652173916,0.22826086956521738,0.8239130434782609,0.9228260869565217,0.05217391304347826,0.8326086956521739,0.9478260869565217,0.08043478260869565,0.7516304347826087,0.9891304347826086,0.9353260869565218,0.8347826086956521,0.9402173913043478,0.8021739130434783,0.6586195652173913
104,1b1,104_1b1,Pr,sc,Litt3200,104_1b1_Pr_sc_Litt3200,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Pr_sc_Litt3200.wav,/nas/home/pcallandrone/DeepLearning/dataset/ICBHI_2017/ICBHI_final_database/104_1b1_Pr_sc_Litt3200.txt,4000,23.728,0.07795282208609172,0.9995758533477783,1.0536075522589346e-05,0.00039363792166113853,0.08541498148225135,0.9995758533477783,1.6666666666666667e-05,21.36563409592329,0.1666,27,0.00676734135637289,0.027254893025930857,0.09297694506530044,0.41471039221781125,0,0.000125,0.9995758533477783,False,0.0,normal,5,12.3172,1.0,0.222703842230676,0.1853466669480871,0.7774024206271549,1.8446344670194372e-09,69.15327856507369,,False,,0.29347826086956524,0.10760869565217392,0.7,0.9217391304347826,0.035869565217391305,0.7119565217391305,0.9641304347826087,0.010869565217391304,0.4907608695652174,0.059782608695652176,0.4320652173913043,0.8347826086956521,0.9152173913043479,0.6489130434782608,0.5060217391304349
